exp_time,Routine,Condition,sync_value,sync_beat(bpm),async_value,async_beat(bpm),display_value,display_beat,alphaGlow_value
0.1901,routine,LeftSync,1.6447499752,0.0,1.6961,0.0,1.6961,0,0.0
0.2288,routine,LeftSync,2.74656033515,0.0,1.6961,0.0,1.6961,0,0.0
0.2841,routine,LeftSync,3.41362563763,0.0,1.6961,0.0,1.6961,0,0.0
0.3166,routine,LeftSync,2.015755701,0.0,1.6961,0.0,1.6961,0,0.0
0.3453,routine,LeftSync,1.3533916473,0.0,1.6961,0.0,1.6961,0,0.0
0.3916,routine,LeftSync,2.03828924493,0.0,1.6961,0.0,1.6961,0,0.0
0.4437,routine,LeftSync,3.4628907839,0.0,1.6961,0.0,1.6961,0,0.0
0.4784,routine,LeftSync,2.4988112449,0.0,1.6961,0.0,1.6961,0,0.0
0.5143,routine,LeftSync,1.43437422745,0.0,1.6961,0.0,1.6961,0,0.0
0.5496,routine,LeftSync,1.918362689,0.0,1.6961,0.0,1.6961,0,0.0
0.5703,routine,LeftSync,2.8425359725,0.0,1.6961,0.0,1.6961,0,0.0
0.6032,routine,LeftSync,3.56422603125,0.0,1.6961,0.0,1.6961,0,0.0
0.6405,routine,LeftSync,2.9381126165,0.0,1.6961,0.0,1.6961,0,0.0
0.6786,routine,LeftSync,1.63144222255,0.0,1.6961,0.0,1.6961,0,0.0
0.7157,routine,LeftSync,1.63885796065,0.0,1.6961,0.0,1.6961,0,0.0
0.7499,routine,LeftSync,2.73938870425,0.0,1.6961,0.0,1.6961,0,0.0
0.7855,routine,LeftSync,3.54810404775,0.0,1.6961,0.0,1.6961,0,0.0
0.8195,routine,LeftSync,2.7174661159,0.0,1.6961,0.0,1.6961,0,0.0
0.8733,routine,LeftSync,1.52842391327,0.0,1.6961,0.0,1.6961,0,0.0
0.9294,routine,LeftSync,2.6549936135,0.0,1.6961,0.0,1.6961,0,0.0
0.9627,routine,LeftSync,3.53908264635,0.0,1.6961,0.0,1.6961,0,0.0
0.9797,routine,LeftSync,2.8576865196,0.0,1.6961,0.0,1.6961,0,0.0
1.0359,routine,LeftSync,1.66641771633,0.0,1.6961,0.0,1.6961,0,0.0
1.0863,routine,LeftSync,2.23168659207,0.0,1.6961,0.0,1.6961,0,0.0
1.1232,routine,LeftSync,3.56833934775,0.0,1.6961,0.0,1.6961,0,0.0
1.1617,routine,LeftSync,2.93911266325,0.0,1.6961,0.0,1.6961,0,0.0
1.1942,routine,LeftSync,1.627751851,0.0,1.6961,0.0,1.6961,0,0.0
1.2308,routine,LeftSync,1.62269906995,0.0,1.6961,0.0,1.6961,0,0.0
1.2703,routine,LeftSync,2.7310765981,0.0,1.6961,0.0,1.6961,0,0.0
1.3029,routine,LeftSync,3.58410894865,0.0,1.6961,0.0,1.6961,0,0.0
1.3564,routine,LeftSync,2.3651692072,0.0,1.6961,0.0,1.6961,0,0.0
1.3739,routine,LeftSync,1.3582149744,0.0,1.6961,0.0,1.6961,0,0.0
1.4108,routine,LeftSync,1.76755814545,0.0,1.6961,0.0,1.6961,0,0.0
1.4494,routine,LeftSync,2.9643980264,0.0,1.6961,0.0,1.6961,0,0.0
1.4819,routine,LeftSync,3.53291833395,0.0,1.6961,0.0,1.6961,0,0.0
1.5061,routine,LeftSync,2.8607322692,0.0,1.6961,0.0,1.6961,0,0.0
1.5530,routine,LeftSync,1.66364808873,0.0,1.6961,0.0,1.6961,0,0.0
1.5897,routine,LeftSync,1.9148597717,0.0,1.6961,0.0,1.6961,0,0.0
1.6257,routine,LeftSync,3.1757252216,0.0,1.6961,0.0,1.6961,0,0.0
1.6621,routine,LeftSync,3.4608194828,0.0,1.6961,0.0,1.6961,0,0.0
1.6963,routine,LeftSync,2.2662558555,0.0,1.6961,0.0,1.6961,0,0.0
1.7165,routine,LeftSync,1.358484745,0.0,1.6961,0.0,1.6961,0,0.0
1.7498,routine,LeftSync,1.61067228315,0.0,1.6961,0.0,1.6961,0,0.0
1.7771,routine,LeftSync,2.3619611263,0.0,1.6961,0.0,1.6961,0,0.0
1.8234,routine,LeftSync,3.4177103042,0.0,1.6961,0.0,1.6961,0,0.0
1.8566,routine,LeftSync,2.77145218845,0.0,1.6961,0.0,1.6961,0,0.0
1.8935,routine,LeftSync,1.5320076942,0.0,1.6961,0.0,1.6961,0,0.0
1.9314,routine,LeftSync,1.73696584695,0.0,1.6961,0.0,1.6961,0,0.0
1.9663,routine,LeftSync,2.9224413633,0.0,1.6961,0.0,1.6961,0,0.0
2.0006,routine,LeftSync,3.54726386065,0.0,1.6961,0.0,1.6961,0,0.0
2.0437,routine,LeftSync,2.5321873426,0.0,1.6961,0.0,1.6961,0,0.0
2.0901,routine,LeftSync,1.50571155543,0.0,1.6961,0.0,1.6961,0,0.0
2.1285,routine,LeftSync,2.462942481,0.0,1.6961,0.0,1.6961,0,0.0
2.1663,routine,LeftSync,3.5483425855,0.0,1.6961,0.0,1.6961,0,0.0
2.1974,routine,LeftSync,2.9749053716,0.0,1.6961,0.0,1.6961,0,0.0
2.2351,routine,LeftSync,1.65833904735,0.0,1.6961,0.0,1.6961,0,0.0
2.2866,routine,LeftSync,1.85202836983,0.0,1.6961,0.0,1.6961,0,0.0
2.3230,routine,LeftSync,3.33072471615,0.0,1.6961,0.0,1.6961,0,0.0
2.3612,routine,LeftSync,3.3379309177,0.0,1.6961,0.0,1.6961,0,0.0
2.4661,routine,LeftSync,1.82214085257,0.0,1.6961,0.0,1.6961,0,0.0
2.5121,routine,LeftSync,2.00828046797,0.0,1.6961,0.0,1.6961,0,0.0
2.5487,routine,LeftSync,3.45115923877,0.0,1.6961,0.0,1.6961,0,0.0
2.5940,routine,LeftSync,2.0132939815,0.0,1.6961,0.0,1.6961,0,0.0
2.6330,routine,LeftSync,1.87329418655,0.0,1.6961,0.0,1.6961,0,0.0
2.6644,routine,LeftSync,3.08095800875,0.0,1.6961,0.0,1.6961,0,0.0
2.6891,routine,LeftSync,3.6285142898,0.0,1.6961,0.0,1.6961,0,0.0
2.7367,routine,LeftSync,2.66193148293,0.0,1.6961,0.0,1.6961,0,0.0
2.7704,routine,LeftSync,1.41860237115,0.0,1.6961,0.0,1.6961,0,0.0
2.8281,routine,LeftSync,2.3779671192,0.0,1.6961,0.0,1.6961,0,0.0
2.8829,routine,LeftSync,3.4431288242,0.0,1.6961,0.0,1.6961,0,0.0
2.9185,routine,LeftSync,2.09801840775,0.0,1.6961,0.0,1.6961,0,0.0
2.9502,routine,LeftSync,1.43111461395,0.0,1.6961,0.0,1.6961,0,0.0
2.9866,routine,LeftSync,2.2318920135,0.0,1.6961,0.0,1.6961,0,0.0
3.0243,routine,LeftSync,3.44555497165,0.0,1.6961,0.0,1.6961,0,0.0
3.0604,routine,LeftSync,3.18668439385,0.0,1.6961,0.0,1.6961,0,0.0
3.0953,routine,LeftSync,1.8523925542,0.0,1.6961,0.0,1.6961,0,0.0
3.1155,routine,LeftSync,1.3701527118,0.0,1.6961,0.0,1.6961,0,0.0
3.1465,routine,LeftSync,1.8891421556,0.0,1.6961,0.0,1.6961,0,0.0
3.1677,routine,LeftSync,2.8026380538,0.0,1.6961,0.0,1.6961,0,0.0
3.2202,routine,LeftSync,3.4714201291,0.0,1.6961,0.0,1.6961,0,0.0
3.2570,routine,LeftSync,2.30629334445,0.0,1.6961,0.0,1.6961,0,0.0
3.2917,routine,LeftSync,1.4108110666,0.0,1.6961,0.0,1.6961,0,0.0
3.3297,routine,LeftSync,2.053683114,0.0,1.6961,0.0,1.6961,0,0.0
3.3644,routine,LeftSync,3.30953824515,0.0,1.6961,0.0,1.6961,0,0.0
3.3798,routine,LeftSync,3.5688591003,0.0,1.6961,0.0,1.6961,0,0.0
3.3998,routine,LeftSync,3.118587017,0.0,1.6961,0.0,1.6961,0,0.0
3.4189,routine,LeftSync,2.4243450164,0.0,1.6961,0.0,1.6961,0,0.0
3.4388,routine,LeftSync,1.7041723728,0.0,1.6961,0.0,1.6961,0,0.0
3.4699,routine,LeftSync,1.4289927959,0.0,1.6961,0.0,1.6961,0,0.0
3.4866,routine,LeftSync,1.9439330101,0.0,1.6961,0.0,1.6961,0,0.0
3.5070,routine,LeftSync,2.5541360378,0.0,1.6961,0.0,1.6961,0,0.0
3.5443,routine,LeftSync,3.45451962945,0.0,1.6961,0.0,1.6961,0,0.0
3.5615,routine,LeftSync,3.4529118537,0.0,1.6961,0.0,1.6961,0,0.0
3.5786,routine,LeftSync,2.9105014801,0.0,1.6961,0.0,1.6961,0,0.0
3.5979,routine,LeftSync,2.1790299415,0.0,1.6961,0.0,1.6961,0,0.0
3.6158,routine,LeftSync,1.4888066291,0.0,1.6961,0.0,1.6961,0,0.0
3.6299,routine,LeftSync,1.3173832893,0.0,1.6961,0.0,1.6961,0,0.0
3.6508,routine,LeftSync,1.5730476379,0.0,1.6961,0.0,1.6961,0,0.0
3.6683,routine,LeftSync,2.0460174083,0.0,1.6961,0.0,1.6961,0,0.0
3.6871,routine,LeftSync,2.6793990135,0.0,1.6961,0.0,1.6961,0,0.0
3.7048,routine,LeftSync,3.3467009067,0.0,1.6961,0.0,1.6961,0,0.0
3.7237,routine,LeftSync,3.5528430938,0.0,1.6961,0.0,1.6961,0,0.0
3.7571,routine,LeftSync,2.9237661361,0.0,1.6961,0.0,1.6961,0,0.0
3.7740,routine,LeftSync,1.9160984992,0.0,1.6961,0.0,1.6961,0,0.0
3.7949,routine,LeftSync,1.3946460533,0.0,1.6961,0.0,1.6961,0,0.0
3.8131,routine,LeftSync,1.4326239585,0.0,1.6961,0.0,1.6961,0,0.0
3.8299,routine,LeftSync,1.8004478454,0.0,1.6961,0.0,1.6961,0,0.0
3.8505,routine,LeftSync,2.3857471942,0.0,1.6961,0.0,1.6961,0,0.0
3.8689,routine,LeftSync,3.131515026,0.0,1.6961,0.0,1.6961,0,0.0
3.8875,routine,LeftSync,3.712460041,0.0,1.6961,0.0,1.6961,0,0.0
3.9187,routine,LeftSync,3.44799530505,0.0,1.6961,0.0,1.6961,0,0.0
3.9367,routine,LeftSync,2.5508794784,0.0,1.6961,0.0,1.6961,0,0.0
3.9533,routine,LeftSync,1.8278102874,0.0,1.6961,0.0,1.6961,0,0.0
3.9737,routine,LeftSync,1.4401595592,0.0,1.6961,0.0,1.6961,0,0.0
4.0079,routine,LeftSync,1.75318424695,0.0,1.6961,0.0,1.6961,0,0.0
4.0471,routine,LeftSync,2.9253294467,0.0,1.6961,0.0,1.6961,0,0.0
4.0813,routine,LeftSync,3.5942883491,0.0,1.6961,0.0,1.6961,0,0.0
4.1166,routine,LeftSync,2.6058387756,0.0,1.6961,0.0,1.6961,0,0.0
4.1522,routine,LeftSync,1.46255815025,0.0,1.6961,0.0,1.6961,0,0.0
4.1870,routine,LeftSync,1.8661015033,0.0,1.6961,0.0,1.6961,0,0.0
4.2239,routine,LeftSync,3.1181732416,0.0,1.6961,0.0,1.6961,0,0.0
4.2793,routine,LeftSync,3.22588841117,0.0,1.6961,0.0,1.6961,0,0.0
4.3164,routine,LeftSync,1.66545944205,0.0,1.6961,0.0,1.6961,0,0.0
4.3495,routine,LeftSync,1.6448099613,0.0,1.6961,0.0,1.6961,0,0.0
4.3837,routine,LeftSync,2.5847334861,0.0,1.6961,0.0,1.6961,0,0.0
4.4046,routine,LeftSync,3.4749402999,0.0,1.6961,0.0,1.6961,0,0.0
4.4570,routine,LeftSync,3.02756627397,0.0,1.6961,0.0,1.6961,0,0.0
4.4910,routine,LeftSync,1.615979433,0.0,1.6961,0.0,1.6961,0,0.0
4.5299,routine,LeftSync,1.7343484878,0.0,1.6961,0.0,1.6961,0,0.0
4.5561,routine,LeftSync,2.4640336036,0.0,1.6961,0.0,1.6961,0,0.0
4.5833,routine,LeftSync,3.33022844785,0.0,1.6961,0.0,1.6961,0,0.0
4.6044,routine,LeftSync,3.4126462936,0.0,1.6961,0.0,1.6961,0,0.0
4.6535,routine,LeftSync,2.24931248027,0.0,1.6961,0.0,1.6961,0,0.0
4.6915,routine,LeftSync,1.44397902485,0.0,1.6961,0.0,1.6961,0,0.0
4.7257,routine,LeftSync,2.34736502165,0.0,1.6961,0.0,1.6961,0,0.0
4.7635,routine,LeftSync,3.5382159948,0.0,1.6961,0.0,1.6961,0,0.0
4.7968,routine,LeftSync,3.04709410665,0.0,1.6961,0.0,1.6961,0,0.0
4.8346,routine,LeftSync,1.6641877889,0.0,1.6961,0.0,1.6961,0,0.0
4.8669,routine,LeftSync,1.51107466215,0.0,1.6961,0.0,1.6961,0,0.0
4.9049,routine,LeftSync,2.4992756843,0.0,1.6961,0.0,1.6961,0,0.0
4.9408,routine,LeftSync,3.50893437855,0.0,1.6961,0.0,1.6961,0,0.0
4.9788,routine,LeftSync,2.86462914935,0.0,1.6961,0.0,1.6961,0,0.0
4.9946,routine,LeftSync,1.8223388671,0.0,1.6961,0.0,1.6961,0,0.0
5.0199,routine,LeftSync,1.4090104103,0.0,1.6961,0.0,1.6961,0,0.0
5.0524,routine,LeftSync,1.7207381725,0.0,1.6961,0.0,1.6961,0,0.0
5.0859,routine,LeftSync,2.8440660238,0.0,1.6961,0.0,1.6961,0,0.0
5.1209,routine,LeftSync,3.57168245315,0.0,1.6961,0.0,1.6961,0,0.0
5.1750,routine,LeftSync,2.32130010917,0.0,1.6961,0.0,1.6961,0,0.0
5.2136,routine,LeftSync,1.4746984243,0.0,1.6961,0.0,1.6961,0,0.0
5.2457,routine,LeftSync,2.3893358707,0.0,1.6961,0.0,1.6961,0,0.0
5.2804,routine,LeftSync,3.61836528775,0.0,1.6961,0.0,1.6961,0,0.0
5.3179,routine,LeftSync,3.12931323045,0.0,1.6961,0.0,1.6961,0,0.0
5.3535,routine,LeftSync,1.7287158966,0.0,1.6961,0.0,1.6961,0,0.0
5.3879,routine,LeftSync,1.53236407275,0.0,1.6961,0.0,1.6961,0,0.0
5.4260,routine,LeftSync,2.4554804563,0.0,1.6961,0.0,1.6961,0,0.0
5.4605,routine,LeftSync,3.42695307725,0.0,1.6961,0.0,1.6961,0,0.0
5.4857,routine,LeftSync,3.1086301803,0.0,1.6961,0.0,1.6961,0,0.0
5.5342,routine,LeftSync,1.7939451058,0.0,1.6961,0.0,1.6961,0,0.0
5.5673,routine,LeftSync,1.5654162168,0.0,1.6961,0.0,1.6961,0,0.0
5.6206,routine,LeftSync,3.0636318524,0.0,1.6961,0.0,1.6961,0,0.0
5.6591,routine,LeftSync,3.2255105018,0.0,1.6961,0.0,1.6961,0,0.0
5.6974,routine,LeftSync,1.8632232427,0.0,1.6961,0.0,1.6961,0,0.0
5.7318,routine,LeftSync,1.36646867985,0.0,1.6961,0.0,1.6961,0,0.0
5.7659,routine,LeftSync,2.1747472524,0.0,1.6961,0.0,1.6961,0,0.0
5.8013,routine,LeftSync,3.27900147435,0.0,1.6961,0.0,1.6961,0,0.0
5.8381,routine,LeftSync,2.95909833905,0.0,1.6961,0.0,1.6961,0,0.0
5.8710,routine,LeftSync,1.62997260085,0.0,1.6961,0.0,1.6961,0,0.0
5.9136,routine,LeftSync,1.39974607225,0.0,1.6961,0.0,1.6961,0,0.0
5.9453,routine,LeftSync,2.264248991,0.0,1.6961,0.0,1.6961,0,0.0
5.9813,routine,LeftSync,3.2769987583,0.0,1.6961,0.0,1.6961,0,0.0
6.0045,routine,LeftSync,3.0583853721,0.0,1.6961,0.0,1.6961,0,0.0
6.0506,routine,LeftSync,1.75908982747,0.0,1.6961,0.0,1.6961,0,0.0
6.0870,routine,LeftSync,1.46495808595,0.0,1.6961,0.0,1.6961,0,0.0
6.1266,routine,LeftSync,4.07718586915,0.0,1.6961,0.0,1.6961,0,0.0
6.1622,routine,LeftSync,4.89149117465,0.0,1.6961,0.0,1.6961,0,0.0
6.1972,routine,LeftSync,4.984142065,0.0,1.6961,0.0,1.6961,0,0.0
6.2349,routine,LeftSync,4.99715209,0.0,1.6961,0.0,1.6961,0,0.0
6.2673,routine,LeftSync,4.9996836185,0.0,1.6961,0.0,1.6961,0,0.0
6.3209,routine,LeftSync,4.87325970327,0.0,1.6961,0.0,1.6961,0,0.0
6.3542,routine,LeftSync,4.13930082315,0.0,1.6961,0.0,1.6961,0,0.0
6.3949,routine,LeftSync,2.94172966475,0.0,1.6961,0.0,1.6961,0,0.0
6.4296,routine,LeftSync,2.51106655595,0.0,1.6961,0.0,1.6961,0,0.0
6.4643,routine,LeftSync,3.8431432247,0.0,1.6961,0.0,1.6961,0,0.0
6.5003,routine,LeftSync,3.64467620845,0.0,1.6961,0.0,1.6961,0,0.0
6.5341,routine,LeftSync,2.55658781525,0.0,1.6961,0.0,1.6961,0,0.0
6.5886,routine,LeftSync,0.8737618605,0.0,1.6961,0.0,1.6961,0,0.0
6.6247,routine,LeftSync,0.8161278009,0.0,1.6961,0.0,1.6961,0,0.0
6.6637,routine,LeftSync,1.71553146835,0.0,1.6961,0.0,1.6961,0,0.0
6.6980,routine,LeftSync,3.0221558809,0.0,1.6961,0.0,1.6961,0,0.0
6.7304,routine,LeftSync,2.5493282318,0.0,1.6961,0.0,1.6961,0,0.0
6.7587,routine,LeftSync,1.521336317,0.0,1.6961,0.0,1.6961,0,0.0
6.8045,routine,LeftSync,2.08515572543,84.7286979789,1.703687509,0.0,1.703687509,0,0.0
6.8410,routine,LeftSync,4.69862961765,0.0,1.71822346775,0.0,1.71822346775,0,0.0
6.8815,routine,LeftSync,4.9665145874,0.0,1.71826761309,0.0,1.71826761309,0,0.0
6.9150,routine,LeftSync,3.00974731445,0.0,1.77779270542,0.0,1.77779270542,0,0.0
6.9511,routine,LeftSync,0.80253844255,0.0,1.78010310198,0.0,1.78010310198,0,0.0
6.9676,routine,LeftSync,0.8432709693,0.0,1.74376608947,0.0,1.74376608947,0,0.0
7.0027,routine,LeftSync,1.40711760515,0.0,1.73782999089,0.0,1.73782999089,0,0.0
7.0402,routine,LeftSync,2.41875553125,0.0,1.69133789997,0.0,1.69133789997,0,0.0
7.0716,routine,LeftSync,3.55266499515,0.0,2.20895003907,0.0,2.20895003907,0,0.0
7.1145,routine,LeftSync,4.82941007605,0.0,2.31255010195,0.0,2.31255010195,0,0.0
7.1440,routine,LeftSync,4.9810457229,0.0,1.68342955345,0.0,1.68342955345,0,0.0
7.1605,routine,LeftSync,4.9968409538,0.0,1.4452637781,0.0,1.4452637781,0,0.0
7.2168,routine,LeftSync,3.02092599863,0.0,1.48861997088,0.0,1.48861997088,0,0.0
7.2373,routine,LeftSync,1.4986394882,0.0,1.57945719685,0.0,1.57945719685,0,0.0
7.2892,routine,LeftSync,0.9574889262,0.0,1.68177541212,0.0,1.68177541212,0,0.0
7.3411,routine,LeftSync,1.18495031193,0.0,1.78917276039,0.0,1.78917276039,0,0.0
7.3803,routine,LeftSync,2.80011212825,0.0,1.80789673731,0.0,1.80789673731,0,0.0
7.4045,routine,LeftSync,4.4785785675,0.0,1.70729950608,0.0,1.70729950608,0,0.0
7.4473,routine,LeftSync,4.91631507867,0.0,1.6610327427,0.0,1.6610327427,0,0.0
7.4784,routine,LeftSync,4.9935626983,0.0,1.69020867807,0.0,1.69020867807,0,0.0
7.5220,routine,LeftSync,4.51672506327,0.0,1.70776240914,0.0,1.70776240914,0,0.0
7.5748,routine,LeftSync,2.06029017763,0.0,1.70161626253,0.0,1.70161626253,0,0.0
7.6152,routine,LeftSync,1.26940262315,0.0,1.71058932207,0.0,1.71058932207,0,0.0
7.6460,routine,LeftSync,0.7932658672,0.0,1.73548641597,0.0,1.73548641597,0,0.0
7.6752,routine,LeftSync,1.1170594692,0.0,1.73276616002,0.0,1.73276616002,0,0.0
7.7199,routine,LeftSync,2.49575527503,0.0,1.73074899503,0.0,1.73074899503,0,0.0
7.7537,routine,LeftSync,3.2429249286,0.0,1.75253031775,0.0,1.75253031775,0,0.0
7.7890,routine,LeftSync,1.67997312545,0.0,1.77309197488,0.0,1.77309197488,0,0.0
7.8268,routine,LeftSync,1.1397428274,0.0,1.77199858216,0.0,1.77199858216,0,0.0
7.8634,routine,LeftSync,4.0920993089,86.2772624825,1.73648412737,0.0,1.73648412737,0,0.0
7.8986,routine,LeftSync,4.896949768,0.0,1.91553250375,73.3094450611,1.91553250375,1,0.0
7.9305,routine,LeftSync,4.98474860185,0.0,2.74201757905,0.0,2.74201757905,0,0.241389330365
7.9685,routine,LeftSync,4.9977624416,0.0,2.2754881358,0.0,2.2754881358,0,0.453537468033
8.0042,routine,LeftSync,4.9997515678,0.0,1.5810127929,0.0,1.5810127929,0,0.676039150253
8.0420,routine,LeftSync,4.99997282025,0.0,1.47710075773,0.0,1.47710075773,0,0.803619430659
8.0795,routine,LeftSync,3.58585560315,0.0,1.59800749203,0.0,1.59800749203,0,0.919564754971
8.1138,routine,LeftSync,1.2396361112,0.0,1.6600420151,0.0,1.6600420151,0,0.976152721639
8.1510,routine,LeftSync,0.61726377005,0.0,1.7709199759,0.0,1.7709199759,0,0.999996104091
8.1838,routine,LeftSync,0.9488933086,0.0,1.87085478829,0.0,1.87085478829,0,0.957500030195
8.2184,routine,LeftSync,1.8524729013,0.0,1.77164735192,0.0,1.77164735192,0,0.867185518189
8.2559,routine,LeftSync,3.65375030035,0.0,1.65674245851,0.0,1.65674245851,0,0.729380150247
8.3088,routine,LeftSync,4.66306527453,0.0,1.66243661802,0.0,1.66243661802,0,0.528756230519
8.3484,routine,LeftSync,2.9340708255,0.0,1.6949440903,0.0,1.6949440903,0,0.292048335774
8.3829,routine,LeftSync,1.68475663655,0.0,1.69858924263,0.0,1.69858924263,0,0.0963999775242
8.4138,routine,LeftSync,2.3648861646,0.0,1.71002983937,0.0,1.71002983937,0,-0.164361205187
8.4440,routine,LeftSync,2.8965916633,0.0,1.72338773393,0.0,1.72338773393,0,0.0
8.4930,routine,LeftSync,4.46341276163,0.0,1.73803566151,0.0,1.73803566151,0,0.0
8.5263,routine,LeftSync,4.9699764251,0.0,1.73692791004,0.0,1.73692791004,0,0.0
8.5801,routine,LeftSync,4.1329104105,0.0,1.7203168507,0.0,1.7203168507,0,0.0
8.6352,routine,LeftSync,2.04848853743,0.0,1.74542101978,0.0,1.74542101978,0,0.0
8.6676,routine,LeftSync,0.89838528625,0.0,1.79622077779,0.0,1.79622077779,0,0.0
8.7060,routine,LeftSync,3.7861462831,88.5426379541,1.77092313589,0.0,1.77092313589,0,0.0
8.7601,routine,LeftSync,4.89915291463,0.0,1.69051384237,0.0,1.69051384237,0,0.0
8.7961,routine,LeftSync,3.86023998255,0.0,2.92518092987,72.4492028688,2.92518092987,1,0.0
8.8274,routine,LeftSync,1.5883594274,0.0,1.86104618916,0.0,1.86104618916,0,0.21287519431
8.8639,routine,LeftSync,0.83685145375,0.0,1.43422031642,0.0,1.43422031642,0,0.435341960075
8.9011,routine,LeftSync,1.39579660885,0.0,1.45218119616,0.0,1.45218119616,0,0.644393605339
8.9539,routine,LeftSync,3.24998919163,0.0,1.5796083197,0.0,1.5796083197,0,0.845635892076
8.9896,routine,LeftSync,4.8551139831,0.0,1.72496888352,0.0,1.72496888352,0,0.955544427596
9.0261,routine,LeftSync,4.1752775907,0.0,1.77902505557,0.0,1.77902505557,0,0.994517064255
9.0631,routine,LeftSync,2.1740313768,0.0,1.86070396688,0.0,1.86070396688,0,0.993990710716
9.0998,routine,LeftSync,1.90333807465,0.0,1.76120732273,0.0,1.76120732273,0,0.946295173024
9.1306,routine,LeftSync,2.5917361974,0.0,1.67223481892,0.0,1.67223481892,0,0.841545507224
9.1680,routine,LeftSync,1.86285941595,0.0,1.67808702499,0.0,1.67808702499,0,0.689246819895
9.2048,routine,LeftSync,4.23272585865,94.242277264,1.69738814716,0.0,1.69738814716,0,0.519616507666
9.2434,routine,LeftSync,4.91257500645,0.0,1.70954965278,0.0,1.70954965278,0,0.312972209362
9.2760,routine,LeftSync,4.9734508991,0.0,1.71661805159,0.0,1.71661805159,0,0.118717192592
9.3165,routine,LeftSync,2.58095347875,0.0,1.73130844337,0.0,1.73130844337,0,-0.109780458185
9.3472,routine,LeftSync,1.08887960905,0.0,1.72194122967,0.0,1.72194122967,0,0.0
9.3752,routine,LeftSync,0.8022032737,0.0,1.71790869428,0.0,1.71790869428,0,0.0
9.4174,routine,LeftSync,2.9500320752,0.0,1.72703341005,0.0,1.72703341005,0,0.0
9.4541,routine,LeftSync,4.87799668305,0.0,1.75334317001,0.0,1.75334317001,0,0.0
9.4934,routine,LeftSync,4.9848148822,0.0,1.78317951498,0.0,1.78317951498,0,0.0
9.5296,routine,LeftSync,1.79151362175,0.0,1.77616034993,0.0,1.77616034993,0,0.0
9.5607,routine,LeftSync,0.90504164695,0.0,1.72847317404,0.0,1.72847317404,0,0.0
9.5927,routine,LeftSync,1.3295629024,0.0,1.71851830491,0.0,1.71851830491,0,0.0
9.6344,routine,LeftSync,2.6411288102,0.0,2.15800152999,72.3561918943,2.15800152999,1,0.0
9.6718,routine,LeftSync,4.70976281165,0.0,2.43245464797,0.0,2.43245464797,0,0.208796520135
9.7044,routine,LeftSync,4.9634070396,0.0,1.43933604149,0.0,1.43933604149,0,0.406871999673
9.7448,routine,LeftSync,2.60644793505,0.0,1.4850221836,0.0,1.4850221836,0,0.609160778895
9.7773,routine,LeftSync,1.75045025345,0.0,1.58300756289,0.0,1.58300756289,0,0.774469599442
9.8141,routine,LeftSync,2.633942604,0.0,1.65928514251,0.0,1.65928514251,0,0.876197984194
9.8496,routine,LeftSync,2.07988731855,0.0,1.79949617152,0.0,1.79949617152,0,0.974475670806
9.8840,routine,LeftSync,4.15474355215,0.0,1.86103556379,0.0,1.86103556379,0,0.999042786955
9.9213,routine,LeftSync,4.90173816675,0.0,1.76380315037,0.0,1.76380315037,0,0.982456782677
9.9596,routine,LeftSync,4.9879958629,0.0,1.6845104138,0.0,1.6845104138,0,0.924041501569
9.9922,routine,LeftSync,4.0662235021,0.0,1.67999947847,0.0,1.67999947847,0,0.79938080853
10.0319,routine,LeftSync,1.14421043395,0.0,1.70448163009,0.0,1.70448163009,0,0.663548810871
10.0472,routine,LeftSync,0.566231203,0.0,1.72154296651,0.0,1.72154296651,0,0.501251753992
10.0812,routine,LeftSync,0.8122633695,0.0,1.72613707191,0.0,1.72613707191,0,0.355535628809
10.1174,routine,LeftSync,3.9997769594,0.0,1.70956631925,0.0,1.70956631925,0,0.103198527291
10.1552,routine,LeftSync,4.8877780437,0.0,1.70216361835,0.0,1.70216361835,0,-0.0500429826625
10.1892,routine,LeftSync,4.535700798,0.0,1.72202548105,0.0,1.72202548105,0,0.0
10.2271,routine,LeftSync,1.59824287885,0.0,1.744926903,0.0,1.744926903,0,0.0
10.2625,routine,LeftSync,0.88899769775,0.0,1.75057170434,0.0,1.75057170434,0,0.0
10.2985,routine,LeftSync,1.5905772805,0.0,1.72363392291,0.0,1.72363392291,0,0.0
10.3140,routine,LeftSync,2.5484132766,0.0,1.76390657522,0.0,1.76390657522,0,0.0
10.3377,routine,LeftSync,3.9612339019,0.0,1.79745319975,0.0,1.79745319975,0,0.0
10.3886,routine,LeftSync,4.82544008883,0.0,1.76590360029,0.0,1.76590360029,0,0.0
10.4234,routine,LeftSync,4.8976409435,0.0,1.65131673808,0.0,1.65131673808,0,0.0
10.4615,routine,LeftSync,2.8348307609,0.0,2.19987453682,71.9067929819,2.19987453682,1,0.0
10.4947,routine,LeftSync,1.9963104724,0.0,2.12454921724,0.0,2.12454921724,0,0.188482811815
10.5315,routine,LeftSync,1.57350111005,0.0,1.49345785469,0.0,1.49345785469,0,0.385895476149
10.5645,routine,LeftSync,2.22273178095,100.420076456,1.45459202973,0.0,1.45459202973,0,0.595601457233
10.6038,routine,LeftSync,4.66426157945,0.0,1.53661333803,0.0,1.53661333803,0,0.80380348577
10.6398,routine,LeftSync,4.962695837,0.0,1.64768882806,0.0,1.64768882806,0,0.891301371595
