time,trial,percentAsynch,beatSynch,beatAsynch,stimLeft,stimRight
2.5007899,1,120.0,True,False,True,False
3.5177137,1,120.0,True,False,True,False
4.5258806,1,120.0,True,False,True,False
5.5383394,1,120.0,True,False,True,False
6.5595642,1,120.0,True,False,True,False
7.5760231,1,120.0,True,False,True,False
8.5919058,1,120.0,True,False,True,False
9.6015233,1,120.0,True,False,True,False
10.6058917,1,120.0,True,False,True,False
11.610977,1,120.0,True,False,True,False
12.6269272,1,120.0,True,False,True,False
13.6394083,1,120.0,True,False,True,False
14.6579432,1,120.0,True,False,True,False
15.6658539,1,120.0,True,False,True,False
16.6822552,1,120.0,True,False,True,False
17.7078716,1,120.0,True,False,True,False
18.7195693,1,120.0,True,False,True,False
19.746845,1,120.0,True,False,True,False
20.7494549,1,120.0,True,False,True,False
23.5341607,2,120.0,True,False,True,True
24.5451921,2,120.0,True,False,True,False
25.5607113,2,120.0,True,False,True,False
26.5612279,2,120.0,True,False,True,False
27.566125,2,120.0,True,False,True,False
28.5833763,2,120.0,True,False,True,True
29.5835954,2,120.0,True,False,True,True
30.6131986,2,120.0,True,False,True,False
31.6157315,2,120.0,True,False,True,False
32.6399915,2,120.0,True,False,True,False
33.6478585,2,120.0,True,False,True,False
34.6523292,2,120.0,True,False,True,True
35.6565842,2,120.0,True,False,True,False
36.6800789,2,120.0,True,False,True,False
37.69233,2,120.0,True,False,True,False
38.7038494,2,120.0,True,False,True,False
39.7152075,2,120.0,True,False,True,True
40.7277434,2,120.0,True,False,True,True
41.7385857,2,120.0,True,False,True,False
44.508928,3,120.0,True,False,True,True
45.5108402,3,120.0,True,False,True,False
46.5263409,3,120.0,True,False,True,False
47.5430445,3,120.0,True,False,True,False
48.560246,3,120.0,True,False,True,False
49.5622096,3,120.0,True,False,True,True
50.5692233,3,120.0,True,False,True,False
