0.000000,1.696100,0,1.585100,2.102100
0.101507,1.696100,0,1.585100,2.102100
0.100722,1.696100,0,1.585100,2.102100
0.100712,1.696100,0,1.585100,2.102100
0.100723,1.696100,0,1.585100,2.102100
0.100757,1.696100,0,1.585100,2.102100
0.100707,1.696100,0,1.585100,2.102100
0.100734,1.696100,0,1.585100,2.102100
0.100847,1.696100,0,1.585100,2.102100
0.100800,1.696100,0,1.585100,2.102100
0.100822,1.696100,0,1.585100,2.102100
0.100662,1.696100,0,1.585100,2.102100
0.100757,1.696100,0,1.585100,2.102100
0.100724,1.696100,0,1.585100,2.102100
0.101541,1.696100,0,1.585100,2.102100
0.086569,1.696100,0,1.585100,2.102100
0.017855,1.696100,0,1.585100,2.102100
0.017555,1.696100,0,1.585100,2.102100
0.018415,1.696100,0,1.585100,2.102100
0.016685,1.696100,0,1.585100,2.102100
0.016621,1.696100,0,1.585100,2.102100
0.019992,1.696100,0,1.585100,2.102100
0.017732,1.696100,0,1.585100,2.102100
0.015755,1.696100,0,1.585100,2.102100
0.020575,1.696100,0,1.585100,2.102100
0.016452,1.696100,0,1.585100,2.102100
0.019779,1.696100,0,1.585100,2.102100
0.016830,1.696100,0,1.585100,2.102100
0.017113,1.696100,0,1.585100,2.102100
0.019287,1.696100,0,1.585100,2.102100
0.017767,1.696100,0,1.585100,2.102100
0.016416,1.696100,0,1.585100,2.102100
0.019035,1.696100,0,1.585100,2.102100
0.016662,1.696100,0,1.585100,2.102100
0.019970,1.696100,0,1.585100,2.102100
0.017512,1.696100,0,1.585100,2.102100
0.015939,1.696100,0,1.585100,2.102100
0.019925,1.696100,0,1.585100,2.102100
0.017380,1.696100,0,1.585100,2.102100
0.018012,1.696100,0,1.585100,2.102100
0.018137,1.696100,0,1.585100,2.102100
0.017087,1.696100,0,1.585100,2.102100
0.019618,1.696100,0,1.585100,2.102100
0.017539,1.696100,0,1.585100,2.102100
0.016376,1.696100,0,1.585100,2.102100
0.019119,1.696100,0,1.585100,2.102100
0.016869,1.696100,0,1.585100,2.102100
0.017224,1.696100,0,1.585100,2.102100
0.020011,1.696100,0,1.585100,2.102100
0.016137,1.696100,0,1.585100,2.102100
0.020240,1.696100,0,1.585100,2.102100
0.016551,1.696100,0,1.585100,2.102100
0.017679,1.696100,0,1.585100,2.102100
0.019030,1.696100,0,1.585100,2.102100
0.017165,1.696100,0,1.585100,2.102100
0.017107,1.696100,0,1.585100,2.102100
0.019773,1.696100,0,1.585100,2.102100
0.015663,1.696100,0,1.585100,2.102100
0.019838,1.696100,0,1.585100,2.102100
0.016718,1.696100,0,1.585100,2.102100
0.016755,1.696100,0,1.585100,2.102100
0.020331,1.696100,0,1.585100,2.102100
0.016986,1.696100,0,1.585100,2.102100
0.016818,1.696100,0,1.585100,2.102100
0.019674,1.696100,0,1.585100,2.102100
0.016929,1.696100,0,1.585100,2.102100
0.019293,1.696100,0,1.585100,2.102100
0.017039,1.696100,0,1.585100,2.102100
0.017742,1.696100,0,1.585100,2.102100
0.019522,1.696100,0,1.585100,2.102100
0.015822,1.696100,0,1.585100,2.102100
0.017907,1.696100,0,1.585100,2.102100
0.018594,1.696100,0,1.585100,2.102100
0.016736,1.696100,0,1.585100,2.102100
0.020028,1.696100,0,1.585100,2.102100
0.017060,1.696100,0,1.585100,2.102100
0.017342,1.696100,0,1.585100,2.102100
0.019484,1.696100,0,1.585100,2.102100
0.016983,1.696100,0,1.585100,2.102100
0.016496,1.696100,0,1.585100,2.102100
0.019622,1.696100,0,1.585100,2.102100
0.017129,1.696100,0,1.585100,2.102100
0.017666,1.696100,0,1.585100,2.102100
0.018319,1.696100,0,1.585100,2.102100
0.017736,1.696100,0,1.585100,2.102100
0.018782,1.696100,0,1.585100,2.102100
0.016671,1.696100,0,1.585100,2.102100
0.016784,1.696100,0,1.585100,2.102100
0.020682,1.696100,0,1.585100,2.102100
0.016354,1.696100,0,1.585100,2.102100
0.017212,1.696100,0,1.585100,2.102100
0.019498,1.696100,0,1.585100,2.102100
0.016550,1.696100,0,1.585100,2.102100
0.019839,1.696100,0,1.585100,2.102100
0.017453,1.696100,0,1.585100,2.102100
0.016975,1.696100,0,1.585100,2.102100
0.018609,1.696100,0,1.585100,2.102100
0.016835,1.696100,0,1.585100,2.102100
0.016596,1.696100,0,1.585100,2.102100
0.020092,1.696100,0,1.585100,2.102100
0.016512,1.696100,0,1.585100,2.102100
0.020526,1.696100,0,1.585100,2.102100
0.016566,1.696100,0,1.585100,2.102100
0.016972,1.696100,0,1.585100,2.102100
0.019783,1.696100,0,1.585100,2.102100
0.016803,1.696100,0,1.585100,2.102100
0.017540,1.696100,0,1.585100,2.102100
0.020247,1.696100,0,1.585100,2.102100
0.016224,1.696100,0,1.585100,2.102100
0.018758,1.696100,0,1.585100,2.102100
0.017206,1.696100,0,1.585100,2.102100
0.016247,1.696100,0,1.585100,2.102100
0.019853,1.696100,0,1.585100,2.102100
0.016821,1.696100,0,1.585100,2.102100
0.016553,1.696100,0,1.585100,2.102100
0.021230,1.696100,0,1.585100,2.102100
0.015659,1.696100,0,1.585100,2.102100
0.020223,1.696100,0,1.585100,2.102100
0.016903,1.696100,0,1.585100,2.102100
0.017248,1.696100,0,1.585100,2.102100
0.019407,1.696100,0,1.585100,2.102100
0.017145,1.696100,0,1.585100,2.102100
0.016879,1.696100,0,1.585100,2.102100
0.019337,1.696100,0,1.585100,2.102100
0.016414,1.696100,0,1.585100,2.102100
0.019530,1.696100,0,1.585100,2.102100
0.016806,1.696100,0,1.585100,2.102100
0.016558,1.696100,0,1.585100,2.102100
0.020292,1.696100,0,1.585100,2.102100
0.017510,1.696100,0,1.585100,2.102100
0.016128,1.696100,0,1.585100,2.102100
0.020176,1.696100,0,1.585100,2.102100
0.017292,1.696100,0,1.585100,2.102100
0.018792,1.696100,0,1.585100,2.102100
0.017704,1.696100,0,1.585100,2.102100
0.016610,1.696100,0,1.585100,2.102100
0.018842,1.696100,0,1.585100,2.102100
0.016695,1.696100,0,1.585100,2.102100
0.019976,1.696100,0,1.585100,2.102100
0.016925,1.696100,0,1.585100,2.102100
0.018679,1.696100,0,1.585100,2.102100
0.018359,1.696100,0,1.585100,2.102100
0.018089,1.696100,0,1.585100,2.102100
0.015139,1.696100,0,1.585100,2.102100
0.019915,1.696100,0,1.585100,2.102100
0.017625,1.696100,0,1.585100,2.102100
0.018827,1.696100,0,1.585100,2.102100
0.018813,1.696100,0,1.585100,2.102100
0.016017,1.696100,0,1.585100,2.102100
0.018779,1.696100,0,1.585100,2.102100
0.017652,1.696100,0,1.585100,2.102100
0.016986,1.696100,0,1.585100,2.102100
0.018560,1.696100,0,1.585100,2.102100
0.016415,1.696100,0,1.585100,2.102100
0.017126,1.696100,0,1.585100,2.102100
0.020278,1.696100,0,1.585100,2.102100
0.016109,1.696100,0,1.585100,2.102100
0.020434,1.696100,0,1.585100,2.102100
0.016928,1.696100,0,1.585100,2.102100
0.016452,1.696100,0,1.585100,2.102100
0.020825,1.696100,0,1.585100,2.102100
0.017004,1.696100,0,1.585100,2.102100
0.017379,1.696100,0,1.585100,2.102100
