time,trial,percentAsynch,beatSynch,beatAsynch,stimLeft,stimRight
3.4449914,1,120.0,True,False,True,False
4.4590361,1,120.0,True,False,True,True
5.4623111,1,120.0,True,False,True,False
6.4785107,1,120.0,True,False,True,False
7.4833941,1,120.0,True,False,True,False
8.491816,1,120.0,True,False,True,False
9.5151924,1,120.0,True,False,True,False
10.5154262,1,120.0,True,False,True,False
11.516456,1,120.0,True,False,True,False
12.5274647,1,120.0,True,False,True,False
13.5508242,1,120.0,True,False,True,False
14.5557752,1,120.0,True,False,True,False
15.5573276,1,120.0,True,False,True,False
16.5804425,1,120.0,True,False,True,False
