expTime,trial,eyeX,eyeY,headX,headY
0.15602521347,1,0.447154077167,0.509099281063,0.152753044539,0.136737269625
0.190729290693,1,0.444747996032,0.502271756559,0.152753044539,0.136737269625
0.228936413845,1,0.442741315907,0.497228947255,0.152753044539,0.136737269625
0.285051883808,1,0.445147833213,0.501460795315,0.152753044539,0.136737269625
0.316692710375,1,0.446591931283,0.49889933584,0.152753044539,0.136737269625
0.346773467144,1,0.44441936056,0.494302967445,0.152753044539,0.136737269625
0.39209717798,1,0.463040371926,0.489046373565,0.152753044539,0.136737269625
0.448639314999,1,0.489844966959,0.483887331408,0.152753044539,0.136737269625
0.480520096201,1,0.496794647615,0.481604635393,0.152753044539,0.136737269625
0.514548434916,1,0.49535091963,0.479726228601,0.152753044539,0.136737269625
0.549814472765,1,0.494903685136,0.481300352173,0.152753044539,0.136737269625
0.574118084666,1,0.48212364588,0.471880582453,0.152753044539,0.136737269625
0.603443239606,1,0.462754322662,0.455404992416,0.152753044539,0.136737269625
0.640728834852,1,0.364783071157,0.447597018294,0.152753044539,0.136737269625
0.679855662546,1,0.269870915753,0.45573167393,0.152753044539,0.136737269625
0.716239786885,1,0.270651953692,0.462796834812,0.152753044539,0.136737269625
0.753576071636,1,0.27251785613,0.46356071198,0.152753044539,0.136737269625
0.787686461708,1,0.316982510415,0.46013057991,0.152753044539,0.136737269625
0.819726240206,1,0.578043291585,0.450388536851,0.152753044539,0.136737269625
0.873575269356,1,0.795435127635,0.443208215374,0.152753044539,0.136737269625
0.93089014782,1,0.794756722195,0.4378534979,0.152753044539,0.136737269625
0.962910963338,1,0.790478103527,0.434804970823,0.152753044539,0.136737269625
0.980122785297,1,0.787493632421,0.434378426272,0.152753044539,0.136737269625
1.03617844894,1,0.787447834403,0.435640570191,0.152753044539,0.136737269625
1.08642888791,1,0.789218928997,0.440259503677,0.152753044539,0.136737269625
1.12350516103,1,0.790834891893,0.441785661539,0.152753044539,0.136737269625
1.16249377777,1,0.790797751221,0.439414182496,0.152753044539,0.136737269625
1.19559438915,1,0.789663969416,0.439474467268,0.152753044539,0.136737269625
1.23098003964,1,0.788104338743,0.444032282003,0.152753044539,0.136737269625
1.27040662829,1,0.789257232793,0.446110724631,0.152753044539,0.136737269625
1.30313527351,1,0.791344763272,0.441502132485,0.152753044539,0.136737269625
1.35679613155,1,0.791203166111,0.443535945319,0.152753044539,0.136737269625
1.3744141989,1,0.77616057261,0.445425360634,0.152753044539,0.136737269625
1.41112835203,1,0.479174835106,0.441928057508,0.152753044539,0.136737269625
1.45076025141,1,0.193946340898,0.447836775361,0.152753044539,0.136737269625
1.48212976149,1,0.191413717132,0.4607575892,0.152753044539,0.136737269625
1.50717621167,1,0.191864665693,0.466979144515,0.152753044539,0.136737269625
1.55311950142,1,0.190799666828,0.463781168389,0.152753044539,0.136737269625
1.58990038965,1,0.193116385654,0.459831943921,0.152753044539,0.136737269625
1.62693837214,1,0.197921701351,0.468849831044,0.152753044539,0.136737269625
1.66219201112,1,0.199382638287,0.469572628786,0.152753044539,0.136737269625
1.69641143832,1,0.198002789616,0.463543103108,0.152753044539,0.136737269625
1.72042185338,1,0.198069193437,0.465588258057,0.152753044539,0.136737269625
1.74989506543,1,0.196803608506,0.465398920981,0.152753044539,0.136737269625
1.78009579952,1,0.193421639685,0.46422851476,0.152753044539,0.136737269625
1.82379234078,1,0.195565198388,0.463002899125,0.152753044539,0.136737269625
1.85686231965,1,0.200567927992,0.464712055823,0.152753044539,0.136737269625
1.89383976646,1,0.200048328665,0.466416113334,0.152753044539,0.136737269625
1.93213222303,1,0.200038111676,0.464442275509,0.152753044539,0.136737269625
1.96686146267,1,0.199447191684,0.461429776327,0.152753044539,0.136737269625
2.00097695816,1,0.197056297251,0.462399622497,0.152753044539,0.136737269625
2.04487516342,1,0.208820109557,0.458140515236,0.152753044539,0.136737269625
2.09042679469,1,0.521760316762,0.483635850977,0.152753044539,0.136737269625
2.12928194123,1,0.839566507168,0.501293046383,0.152753044539,0.136737269625
2.1673752865,1,0.837501565092,0.47160091353,0.152753044539,0.136737269625
2.19768250501,1,0.818354768693,0.45911288717,0.152753044539,0.136737269625
2.23652197062,1,0.81324456905,0.456064431577,0.152753044539,0.136737269625
2.28679173725,1,0.807946855273,0.444233294786,0.152753044539,0.136737269625
2.32316127468,1,0.806138699311,0.43947127432,0.152753044539,0.136737269625
2.36154562876,1,0.803698054882,0.447170306948,0.152753044539,0.136737269625
2.4668857134,1,0.802775274391,0.445125080515,0.152753044539,0.136737269625
2.51533649261,1,0.803894649316,0.437835769888,0.152753044539,0.136737269625
2.54891227251,1,0.801615216552,0.437519262918,0.152753044539,0.136737269625
2.59650971762,1,0.799884157224,0.43587701517,0.152753044539,0.136737269625
2.63442109121,1,0.799021912064,0.43697288749,0.152753044539,0.136737269625
2.66502041255,1,0.797430229387,0.437693469231,0.152753044539,0.136737269625
2.68984185968,1,0.800546318577,0.437852759233,0.152753044539,0.136737269625
2.73687479145,1,0.802707971792,0.439755947117,0.152753044539,0.136737269625
2.77063144901,1,0.800778084302,0.438168360739,0.152753044539,0.136737269625
2.82886931407,1,0.758924736497,0.438174365388,0.152753044539,0.136737269625
2.88407310229,1,0.46657137926,0.461799872409,0.152753044539,0.136737269625
2.92082992212,1,0.203718633346,0.479379388621,0.152753044539,0.136737269625
2.95030459287,1,0.193330440169,0.48093240061,0.152753044539,0.136737269625
2.98680614182,1,0.192072309808,0.490658526583,0.152753044539,0.136737269625
3.02502675786,1,0.190086565919,0.494257027112,0.152753044539,0.136737269625
3.06086314381,1,0.192444853221,0.491749585653,0.152753044539,0.136737269625
3.09542755139,1,0.193539710015,0.489610119585,0.152753044539,0.136737269625
