time,trial,percentAsynch,beatSynch,beatAsynch,stimLeft,stimRight
3.2923801,1,120.0,True,False,True,False
4.3079337,1,120.0,True,False,True,True
5.3251277,1,120.0,True,False,True,False
6.3272081,1,120.0,True,False,True,False
7.3495112,1,120.0,True,False,True,False
8.3528843,1,120.0,True,False,True,False
9.3652142,1,120.0,True,False,True,True
10.3728565,1,120.0,True,False,True,False
11.3843008,1,120.0,True,False,True,True
12.3871466,1,120.0,True,False,True,False
13.3915229,1,120.0,True,False,True,True
14.416925,1,120.0,True,False,True,False
15.4356593,1,120.0,True,False,True,True
16.449832,1,120.0,True,False,True,False
17.467561,1,120.0,True,False,True,True
18.4717528,1,120.0,True,False,True,False
19.4860759,1,120.0,True,False,True,True
20.4969,1,120.0,True,False,True,False
21.5225207,1,120.0,True,False,True,True
24.3205341,2,120.0,True,False,True,True
25.3353432,2,120.0,True,False,True,False
