time,trial,percentAsynch,beatSynch,beatAsynch,stimLeft,stimRight
17.5587481,1,100.0,1,0,1,0
18.091289,1,100.0,1,0,1,0
18.241298,1,100.0,0,1,0,1
18.6217899,1,100.0,1,0,1,0
19.0548524,1,100.0,0,1,0,1
19.1386011,1,100.0,1,0,1,0
19.6709316,1,100.0,1,0,1,0
19.857502,1,100.0,0,1,0,1
20.1907172,1,100.0,1,0,1,0
20.6746013,1,100.0,0,1,0,1
20.7224293,1,100.0,1,0,1,0
21.2540967,1,100.0,1,0,1,0
22.2735057,2,100.0,1,0,1,0
22.8039313,2,100.0,1,0,1,0
22.8039313,2,100.0,0,1,0,1
23.3206416,2,100.0,1,0,1,0
23.3366894,2,100.0,0,1,0,1
23.8525941,2,100.0,1,0,1,0
23.869139,2,100.0,0,1,0,1
24.3730848,2,100.0,1,0,1,0
24.4046557,2,100.0,0,1,0,1
24.9060801,2,100.0,1,0,1,0
24.9356523,2,100.0,0,1,0,1
25.4359694,2,100.0,1,0,1,0
25.4705154,2,100.0,0,1,0,1
25.9544017,2,100.0,1,0,1,0
26.0043729,2,100.0,0,1,0,1
26.4879697,2,100.0,1,0,1,0
26.5378743,2,100.0,0,1,0,1
27.0182082,2,100.0,1,0,1,0
27.0853688,2,100.0,0,1,0,1
27.5374354,2,100.0,1,0,1,0
27.6037126,2,100.0,0,1,0,1
28.0687599,2,100.0,1,0,1,0
28.1529586,2,100.0,0,1,0,1
28.6015213,2,100.0,1,0,1,0
28.6870514,2,100.0,0,1,0,1
29.1199343,2,100.0,1,0,1,0
29.2201064,2,100.0,0,1,0,1
29.6509394,2,100.0,1,0,1,0
29.7675292,2,100.0,0,1,0,1
30.1726651,2,100.0,1,0,1,0
30.3006978,2,100.0,0,1,0,1
30.7003271,2,100.0,1,0,1,0
30.8341366,2,100.0,0,1,0,1
31.2177492,2,100.0,1,0,1,0
31.3694372,2,100.0,0,1,0,1
31.7504766,2,100.0,1,0,1,0
31.9013045,2,100.0,0,1,0,1
32.2705919,2,100.0,1,0,1,0
32.4355109,2,100.0,0,1,0,1
32.8011796,2,100.0,1,0,1,0
32.985221,2,100.0,0,1,0,1
33.3176381,2,100.0,1,0,1,0
33.5184601,2,100.0,0,1,0,1
33.8351718,2,100.0,1,0,1,0
34.0504384,2,100.0,0,1,0,1
34.3666142,2,100.0,1,0,1,0
34.5824459,2,100.0,0,1,0,1
34.881619,2,100.0,1,0,1,0
35.1185388,2,100.0,0,1,0,1
35.3981743,2,100.0,1,0,1,0
35.6500106,2,100.0,0,1,0,1
35.9175369,2,100.0,1,0,1,0
36.1990132,2,100.0,0,1,0,1
36.4505123,2,100.0,1,0,1,0
36.7315735,2,100.0,0,1,0,1
36.9849483,2,100.0,1,0,1,0
37.2644001,2,100.0,0,1,0,1
37.5166841,2,100.0,1,0,1,0
37.7989504,2,100.0,0,1,0,1
38.0499385,2,100.0,1,0,1,0
38.3163303,2,100.0,0,1,0,1
38.5814529,2,100.0,1,0,1,0
38.8489994,2,100.0,0,1,0,1
39.0994145,2,100.0,1,0,1,0
39.3830986,2,100.0,0,1,0,1
39.631532,2,100.0,1,0,1,0
39.9150818,2,100.0,0,1,0,1
40.1656051,2,100.0,1,0,1,0
40.4321928,2,100.0,0,1,0,1
40.6969766,2,100.0,1,0,1,0
40.9646529,2,100.0,0,1,0,1
41.214828,2,100.0,1,0,1,0
41.4952071,2,100.0,0,1,0,1
41.7478333,2,100.0,1,0,1,0
42.0316541,2,100.0,0,1,0,1
43.2786042,3,100.0,1,0,1,0
43.7967222,3,100.0,1,0,1,0
43.8134951,3,100.0,0,1,0,1
44.3288655,3,100.0,1,0,1,0
44.3452222,3,100.0,0,1,0,1
44.8460912,3,100.0,1,0,1,0
44.8801364,3,100.0,0,1,0,1
45.3801612,3,100.0,1,0,1,0
45.4128028,3,100.0,0,1,0,1
45.913069,3,100.0,1,0,1,0
45.9604328,3,100.0,0,1,0,1
46.4457164,3,100.0,1,0,1,0
46.496246,3,100.0,0,1,0,1
46.9627948,3,100.0,1,0,1,0
47.0294757,3,100.0,0,1,0,1
47.4978295,3,100.0,1,0,1,0
47.5790426,3,100.0,0,1,0,1
48.0283146,3,100.0,1,0,1,0
48.1099483,3,100.0,0,1,0,1
48.5617803,3,100.0,1,0,1,0
48.6447288,3,100.0,0,1,0,1
49.092865,3,100.0,1,0,1,0
49.1786067,3,100.0,0,1,0,1
49.6111867,3,100.0,1,0,1,0
49.7250222,3,100.0,0,1,0,1
50.1294648,3,100.0,1,0,1,0
50.2447732,3,100.0,0,1,0,1
50.6599296,3,100.0,1,0,1,0
50.7789991,3,100.0,0,1,0,1
51.1774266,3,100.0,1,0,1,0
51.3110302,3,100.0,0,1,0,1
51.6933821,3,100.0,1,0,1,0
51.8433355,3,100.0,0,1,0,1
52.2124587,3,100.0,1,0,1,0
52.3767692,3,100.0,0,1,0,1
52.742694,3,100.0,1,0,1,0
52.9262926,3,100.0,0,1,0,1
53.2757761,3,100.0,1,0,1,0
53.4598551,3,100.0,0,1,0,1
53.7930125,3,100.0,1,0,1,0
53.9938228,3,100.0,0,1,0,1
54.3099022,3,100.0,1,0,1,0
54.5235822,3,100.0,0,1,0,1
54.8410669,3,100.0,1,0,1,0
55.0564715,3,100.0,0,1,0,1
55.3590825,3,100.0,1,0,1,0
55.5954532,3,100.0,0,1,0,1
55.8899271,3,100.0,1,0,1,0
56.1253258,3,100.0,0,1,0,1
56.4085375,3,100.0,1,0,1,0
56.6578798,3,100.0,0,1,0,1
56.9251194,3,100.0,1,0,1,0
57.1911699,3,100.0,0,1,0,1
57.4575372,3,100.0,1,0,1,0
57.7406625,3,100.0,0,1,0,1
57.9739022,3,100.0,1,0,1,0
58.2910247,3,100.0,0,1,0,1
58.5062898,3,100.0,1,0,1,0
58.8257572,3,100.0,0,1,0,1
59.0229081,3,100.0,1,0,1,0
59.3743912,3,100.0,0,1,0,1
59.5379575,3,100.0,1,0,1,0
59.9060509,3,100.0,0,1,0,1
60.0562927,3,100.0,1,0,1,0
60.4375742,3,100.0,0,1,0,1
60.5906519,3,100.0,1,0,1,0
60.972036,3,100.0,0,1,0,1
61.1230345,3,100.0,1,0,1,0
61.5075792,3,100.0,0,1,0,1
61.6381736,3,100.0,1,0,1,0
62.0535605,3,100.0,0,1,0,1
62.1568062,3,100.0,1,0,1,0
62.5885534,3,100.0,0,1,0,1
62.6886557,3,100.0,1,0,1,0
63.1254439,3,100.0,0,1,0,1
63.2201642,3,100.0,1,0,1,0
64.2722164,4,100.0,1,0,1,0
64.8025801,4,100.0,1,0,1,0
64.8025801,4,100.0,0,1,0,1
65.3234612,4,100.0,1,0,1,0
65.336961,4,100.0,0,1,0,1
65.853218,4,100.0,1,0,1,0
65.8740883,4,100.0,0,1,0,1
66.3859586,4,100.0,1,0,1,0
66.4211142,4,100.0,0,1,0,1
66.9190894,4,100.0,1,0,1,0
66.9703459,4,100.0,0,1,0,1
67.436452,4,100.0,1,0,1,0
67.5033534,4,100.0,0,1,0,1
67.9685415,4,100.0,1,0,1,0
68.0355681,4,100.0,0,1,0,1
68.5029862,4,100.0,1,0,1,0
68.5854299,4,100.0,0,1,0,1
69.0382355,4,100.0,1,0,1,0
69.120606,4,100.0,0,1,0,1
