time,trial,percentAsynch,beatSynch,beatAsynch,stimLeft,stimRight,stimLeftIndex,stimRightIndex
2.4292004,1,120.0,True,False,True,False,0,1
3.4294169,1,120.0,True,False,True,False,0,1
