time,trial,percentAsynch,beatSynch,beatAsynch,stimLeft,stimRight
3.1479297,1,120.0,True,False,True,False
4.1642844,1,120.0,True,False,True,True
5.1788228,1,120.0,True,False,True,False
6.1791382,1,120.0,True,False,True,False
7.1945665,1,120.0,True,False,True,False
8.1950411,1,120.0,True,False,True,False
9.2102271,1,120.0,True,False,True,False
10.2109672,1,120.0,True,False,True,False
11.2110264,1,120.0,True,False,True,False
12.2260305,1,120.0,True,False,True,False
13.2272332,1,120.0,True,False,True,False
14.2429062,1,120.0,True,False,True,False
15.243105,1,120.0,True,False,True,False
16.2590759,1,120.0,True,False,True,False
17.2751626,1,120.0,True,False,True,False
18.2913283,1,120.0,True,False,True,False
19.2913476,1,120.0,True,False,True,False
20.3076559,1,120.0,True,False,True,False
21.3237888,1,120.0,True,False,True,False
24.188706,2,120.0,True,False,True,True
25.2052662,2,120.0,True,False,True,False
26.2211193,2,120.0,True,False,True,False
27.2375815,2,120.0,True,False,True,False
28.2538992,2,120.0,True,False,True,False
29.2732512,2,120.0,True,False,True,True
30.285817,2,120.0,True,False,True,False
