time,trial,percentAsynch,beatSynch,beatAsynch,stimLeft,stimRight
2.546599,1,120.0,True,False,True,False
3.5719126,1,120.0,True,False,True,False
4.5804825,1,120.0,True,False,True,False
5.5923237,1,120.0,True,False,True,False
6.6105276,1,120.0,True,False,True,False
7.6325488,1,120.0,True,False,True,False
8.6462444,1,120.0,True,False,True,False
9.6595941,1,120.0,True,False,True,False
10.6622853,1,120.0,True,False,True,False
11.6808279,1,120.0,True,False,True,False
12.6815057,1,120.0,True,False,True,False
13.6935441,1,120.0,True,False,True,False
14.7051174,1,120.0,True,False,True,False
15.7112205,1,120.0,True,False,True,False
16.7213478,1,120.0,True,False,True,False
17.723569,1,120.0,True,False,True,False
18.7386297,1,120.0,True,False,True,True
19.7631481,1,120.0,True,False,True,False
