time,trial,percentAsynch,beatSynch,beatAsynch,stimLeft,stimRight,stimLeftIndex,stimRightIndex
2.4200829,1,120.0,True,False,True,False,0,1
3.4358594,1,120.0,True,False,True,True,0,1
