time,trial,percentAsynch,beatSynch,beatAsynch,stimLeft,stimRight
2.5159828,1,120.0,True,False,True,False
3.526439,1,120.0,True,False,True,False
4.5265751,1,120.0,True,False,True,False
5.5301476,1,120.0,True,False,True,False
6.552598,1,120.0,True,False,True,False
7.5621017,1,120.0,True,False,True,False
8.5649428,1,120.0,True,False,True,False
9.5816935,1,120.0,True,False,True,False
10.595716,1,120.0,True,False,True,False
11.6078881,1,120.0,True,False,True,False
12.6080998,1,120.0,True,False,True,False
13.6233039,1,120.0,True,False,True,False
14.6310133,1,120.0,True,False,True,False
15.639253,1,120.0,True,False,True,False
16.6629155,1,120.0,True,False,True,False
17.6763582,1,120.0,True,False,True,False
18.6818119,1,120.0,True,False,True,False
19.7035813,1,120.0,True,False,True,False
20.7077066,1,120.0,True,False,True,False
23.5395732,2,120.0,True,False,True,True
24.5575915,2,120.0,True,False,True,False
25.569773,2,120.0,True,False,True,False
26.5872859,2,120.0,True,False,True,False
27.5966304,2,120.0,True,False,True,False
28.6007126,2,120.0,True,False,True,True
29.6212447,2,120.0,True,False,True,False
30.6341148,2,120.0,True,False,True,False
31.6479892,2,120.0,True,False,True,False
32.6532948,2,120.0,True,False,True,False
33.6678626,2,120.0,True,False,True,True
34.6705251,2,120.0,True,False,True,True
35.6815865,2,120.0,True,False,True,False
36.6972029,2,120.0,True,False,True,False
37.7142567,2,120.0,True,False,True,False
38.7331994,2,120.0,True,False,True,False
39.7495839,2,120.0,True,False,True,True
40.7572361,2,120.0,True,False,True,False
41.760928,2,120.0,True,False,True,False
44.5414012,3,120.0,True,False,True,True
45.5420452,3,120.0,True,False,True,False
46.55211,3,120.0,True,False,True,False
47.5686478,3,120.0,True,False,True,False
48.5802376,3,120.0,True,False,True,False
49.6073878,3,120.0,True,False,True,True
